date,monthly anomaly,monthly unc.,annual anomaly,annual unc.,five-year anomaly,five-year unc.,ten-year anomaly,ten-year unc.,twenty-year anomaly,twenty-year unc.
1927/01/01,-0.236,0.126,-0.187,0.066,-0.207,0.049,-0.203,0.045,-0.227,0.044
1927/02/01,-0.177,0.117,-0.191,0.066,-0.205,0.049,-0.201,0.045,-0.224,0.043
1927/03/01,-0.365,0.114,-0.191,0.066,-0.204,0.049,-0.201,0.045,-0.222,0.043
1927/04/01,-0.253,0.124,-0.187,0.066,-0.200,0.049,-0.200,0.045,-0.221,0.043
1927/05/01,-0.212,0.133,-0.188,0.067,-0.198,0.049,-0.198,0.045,-0.218,0.043
1927/06/01,-0.252,0.121,-0.192,0.066,-0.200,0.049,-0.197,0.045,-0.217,0.043
1927/07/01,-0.188,0.138,-0.166,0.066,-0.199,0.049,-0.197,0.045,-0.215,0.043
1927/08/01,-0.164,0.135,-0.157,0.067,-0.196,0.048,-0.195,0.045,-0.214,0.043
1927/09/01,-0.113,0.123,-0.146,0.069,-0.193,0.048,-0.193,0.045,-0.212,0.043
1927/10/01,0.034,0.114,-0.137,0.069,-0.192,0.048,-0.191,0.045,-0.210,0.043
1927/11/01,-0.082,0.118,-0.138,0.069,-0.191,0.048,-0.191,0.045,-0.208,0.043
1927/12/01,-0.257,0.121,-0.146,0.069,-0.190,0.048,-0.190,0.045,-0.206,0.043
1928/01/01,0.075,0.122,-0.147,0.068,-0.188,0.048,-0.190,0.045,-0.204,0.043
1928/02/01,-0.075,0.120,-0.151,0.068,-0.187,0.048,-0.189,0.045,-0.202,0.043
1928/03/01,-0.222,0.125,-0.162,0.068,-0.186,0.048,-0.189,0.045,-0.200,0.043
1928/04/01,-0.152,0.126,-0.178,0.067,-0.184,0.048,-0.188,0.044,-0.198,0.043
1928/05/01,-0.228,0.130,-0.182,0.068,-0.182,0.048,-0.187,0.045,-0.196,0.043
1928/06/01,-0.345,0.126,-0.175,0.068,-0.185,0.048,-0.188,0.045,-0.195,0.042
1928/07/01,-0.203,0.130,-0.217,0.068,-0.189,0.048,-0.188,0.045,-0.194,0.042
1928/08/01,-0.210,0.134,-0.259,0.069,-0.193,0.048,-0.186,0.045,-0.193,0.042
1928/09/01,-0.247,0.124,-0.271,0.068,-0.196,0.048,-0.186,0.045,-0.191,0.042
1928/10/01,-0.148,0.112,-0.285,0.068,-0.198,0.048,-0.187,0.045,-0.191,0.042
1928/11/01,-0.134,0.120,-0.297,0.067,-0.199,0.048,-0.189,0.045,-0.190,0.042
1928/12/01,-0.179,0.121,-0.300,0.067,-0.198,0.048,-0.193,0.044,-0.189,0.042
1929/01/01,-0.425,0.127,-0.316,0.067,-0.195,0.048,-0.193,0.044,-0.189,0.042
1929/02/01,-0.578,0.120,-0.317,0.068,-0.194,0.048,-0.192,0.044,-0.188,0.042
1929/03/01,-0.369,0.125,-0.316,0.068,-0.193,0.048,-0.194,0.044,-0.188,0.042
1929/04/01,-0.314,0.126,-0.315,0.068,-0.191,0.048,-0.195,0.044,-0.188,0.042
1929/05/01,-0.379,0.132,-0.312,0.068,-0.192,0.049,-0.194,0.044,-0.187,0.042
1929/06/01,-0.377,0.123,-0.342,0.067,-0.189,0.048,-0.193,0.044,-0.185,0.041
1929/07/01,-0.399,0.134,-0.333,0.067,-0.183,0.048,-0.192,0.044,-0.184,0.041
1929/08/01,-0.220,0.138,-0.308,0.067,-0.182,0.049,-0.191,0.044,-0.182,0.041
1929/09/01,-0.229,0.128,-0.289,0.068,-0.180,0.049,-0.190,0.044,-0.181,0.041
1929/10/01,-0.135,0.116,-0.280,0.068,-0.175,0.049,-0.187,0.044,-0.181,0.041
1929/11/01,-0.106,0.125,-0.266,0.067,-0.173,0.048,-0.185,0.044,-0.179,0.041
1929/12/01,-0.540,0.126,-0.252,0.068,-0.172,0.048,-0.183,0.044,-0.175,0.041
1930/01/01,-0.317,0.134,-0.231,0.068,-0.171,0.048,-0.182,0.044,-0.174,0.041
1930/02/01,-0.277,0.128,-0.222,0.068,-0.172,0.048,-0.178,0.043,-0.172,0.041
1930/03/01,-0.134,0.132,-0.210,0.068,-0.171,0.048,-0.177,0.043,-0.171,0.041
1930/04/01,-0.207,0.131,-0.203,0.069,-0.174,0.048,-0.177,0.043,-0.169,0.041
1930/05/01,-0.210,0.131,-0.188,0.069,-0.177,0.048,-0.177,0.043,-0.168,0.041
1930/06/01,-0.215,0.130,-0.146,0.069,-0.176,0.048,-0.176,0.043,-0.167,0.041
1930/07/01,-0.143,0.143,-0.123,0.070,-0.181,0.048,-0.175,0.043,-0.165,0.041
1930/08/01,-0.114,0.149,-0.116,0.071,-0.185,0.047,-0.175,0.043,-0.164,0.041
1930/09/01,-0.087,0.134,-0.113,0.070,-0.187,0.047,-0.175,0.043,-0.163,0.041
1930/10/01,-0.051,0.127,-0.111,0.070,-0.189,0.047,-0.175,0.043,-0.162,0.041
1930/11/01,0.074,0.128,-0.114,0.070,-0.190,0.047,-0.178,0.043,-0.161,0.041
1930/12/01,-0.035,0.128,-0.104,0.070,-0.190,0.047,-0.180,0.043,-0.159,0.041
1931/01/01,-0.039,0.136,-0.094,0.070,-0.192,0.047,-0.184,0.043,-0.158,0.041
1931/02/01,-0.190,0.130,-0.087,0.070,-0.191,0.047,-0.187,0.043,-0.157,0.041
1931/03/01,-0.105,0.131,-0.083,0.070,-0.192,0.047,-0.190,0.043,-0.156,0.041
1931/04/01,-0.185,0.130,-0.075,0.070,-0.194,0.047,-0.191,0.043,-0.154,0.041
1931/05/01,-0.238,0.132,-0.089,0.070,-0.197,0.047,-0.191,0.043,-0.153,0.041
1931/06/01,-0.094,0.132,-0.089,0.070,-0.200,0.047,-0.192,0.043,-0.152,0.041
1931/07/01,-0.033,0.143,-0.074,0.070,-0.198,0.047,-0.190,0.043,-0.150,0.040
1931/08/01,-0.029,0.148,-0.072,0.069,-0.190,0.047,-0.190,0.043,-0.149,0.040
1931/09/01,-0.036,0.133,-0.080,0.068,-0.190,0.047,-0.191,0.043,-0.149,0.040
1931/10/01,0.050,0.127,-0.061,0.068,-0.190,0.047,-0.190,0.043,-0.148,0.040
1931/11/01,-0.099,0.124,-0.049,0.068,-0.186,0.046,-0.190,0.043,-0.147,0.040
1931/12/01,-0.030,0.129,-0.057,0.067,-0.182,0.046,-0.188,0.043,-0.145,0.040
1932/01/01,0.139,0.128,-0.067,0.066,-0.177,0.046,-0.187,0.043,-0.143,0.040
1932/02/01,-0.169,0.120,-0.082,0.066,-0.176,0.046,-0.185,0.043,-0.141,0.040
1932/03/01,-0.200,0.128,-0.086,0.066,-0.176,0.046,-0.184,0.043,-0.140,0.040
1932/04/01,0.038,0.127,-0.099,0.065,-0.175,0.046,-0.182,0.043,-0.139,0.040
1932/05/01,-0.086,0.131,-0.112,0.064,-0.173,0.046,-0.181,0.043,-0.138,0.041
1932/06/01,-0.190,0.124,-0.125,0.064,-0.165,0.046,-0.179,0.043,-0.137,0.041
1932/07/01,-0.154,0.139,-0.160,0.064,-0.165,0.046,-0.177,0.043,-0.136,0.041
1932/08/01,-0.214,0.146,-0.172,0.064,-0.160,0.046,-0.175,0.043,-0.135,0.041
1932/09/01,-0.079,0.128,-0.183,0.064,-0.160,0.046,-0.174,0.043,-0.134,0.041
1932/10/01,-0.113,0.118,-0.208,0.064,-0.162,0.046,-0.173,0.043,-0.132,0.041
1932/11/01,-0.254,0.124,-0.224,0.065,-0.162,0.046,-0.172,0.042,-0.131,0.041
1932/12/01,-0.185,0.122,-0.239,0.066,-0.162,0.045,-0.170,0.042,-0.130,0.041
1933/01/01,-0.281,0.127,-0.249,0.066,-0.162,0.045,-0.170,0.042,-0.128,0.041
1933/02/01,-0.308,0.122,-0.248,0.066,-0.163,0.045,-0.170,0.042,-0.126,0.041
1933/03/01,-0.333,0.123,-0.267,0.067,-0.165,0.045,-0.168,0.042,-0.125,0.041
1933/04/01,-0.260,0.128,-0.279,0.067,-0.166,0.045,-0.166,0.042,-0.123,0.041
1933/05/01,-0.282,0.134,-0.281,0.067,-0.173,0.045,-0.165,0.042,-0.122,0.041
1933/06/01,-0.363,0.135,-0.298,0.067,-0.176,0.045,-0.163,0.042,-0.121,0.041
1933/07/01,-0.285,0.140,-0.297,0.067,-0.180,0.045,-0.162,0.042,-0.119,0.041
1933/08/01,-0.203,0.142,-0.282,0.067,-0.182,0.045,-0.160,0.042,-0.118,0.041
1933/09/01,-0.307,0.133,-0.287,0.067,-0.184,0.045,-0.158,0.042,-0.117,0.041
1933/10/01,-0.248,0.123,-0.289,0.067,-0.185,0.045,-0.155,0.042,-0.115,0.041
1933/11/01,-0.282,0.118,-0.277,0.066,-0.184,0.045,-0.154,0.042,-0.115,0.041
1933/12/01,-0.391,0.121,-0.257,0.066,-0.185,0.045,-0.154,0.042,-0.114,0.041
1934/01/01,-0.268,0.124,-0.244,0.065,-0.186,0.045,-0.151,0.042,-0.112,0.041
1934/02/01,-0.122,0.127,-0.241,0.065,-0.187,0.044,-0.146,0.042,-0.110,0.041
1934/03/01,-0.396,0.122,-0.232,0.064,-0.189,0.044,-0.145,0.042,-0.108,0.041
1934/04/01,-0.279,0.128,-0.218,0.064,-0.189,0.044,-0.142,0.042,-0.107,0.041
1934/05/01,-0.141,0.131,-0.195,0.064,-0.189,0.044,-0.138,0.041,-0.106,0.041
1934/06/01,-0.122,0.127,-0.169,0.064,-0.188,0.044,-0.135,0.041,-0.104,0.041
1934/07/01,-0.133,0.137,-0.169,0.064,-0.192,0.044,-0.132,0.041,-0.103,0.041
1934/08/01,-0.167,0.142,-0.157,0.064,-0.188,0.044,-0.130,0.041,-0.101,0.041
1934/09/01,-0.198,0.128,-0.139,0.064,-0.188,0.044,-0.128,0.041,-0.098,0.041
1934/10/01,-0.080,0.119,-0.139,0.064,-0.189,0.044,-0.128,0.041,-0.096,0.041
1934/11/01,-0.003,0.120,-0.149,0.064,-0.189,0.044,-0.128,0.041,-0.095,0.041
1934/12/01,-0.084,0.121,-0.155,0.064,-0.186,0.044,-0.120,0.041,-0.093,0.041
1935/01/01,-0.270,0.123,-0.156,0.064,-0.183,0.044,-0.117,0.041,-0.092,0.041
1935/02/01,0.031,0.119,-0.158,0.064,-0.178,0.044,-0.114,0.041,-0.090,0.041
1935/03/01,-0.185,0.121,-0.157,0.064,-0.176,0.044,-0.113,0.041,-0.089,0.041
1935/04/01,-0.283,0.126,-0.158,0.065,-0.172,0.044,-0.110,0.041,-0.087,0.041
1935/05/01,-0.255,0.129,-0.186,0.065,-0.167,0.044,-0.108,0.041,-0.086,0.041
1935/06/01,-0.198,0.126,-0.197,0.066,-0.165,0.045,-0.107,0.041,-0.085,0.041
1935/07/01,-0.147,0.138,-0.198,0.066,-0.159,0.044,-0.104,0.041,-0.084,0.041
1935/08/01,-0.187,0.140,-0.225,0.066,-0.154,0.045,-0.103,0.041,-0.083,0.042
1935/09/01,-0.187,0.128,-0.231,0.066,-0.148,0.044,-0.101,0.041,-0.082,0.042
1935/10/01,-0.091,0.120,-0.226,0.066,-0.142,0.044,-0.101,0.041,-0.080,0.042
1935/11/01,-0.343,0.122,-0.220,0.067,-0.139,0.044,-0.102,0.041,-0.080,0.042
1935/12/01,-0.207,0.124,-0.219,0.067,-0.135,0.044,-0.100,0.041,-0.081,0.042
1936/01/01,-0.290,0.117,-0.213,0.067,-0.132,0.044,-0.099,0.041,-0.082,0.042
1936/02/01,-0.296,0.117,-0.205,0.067,-0.129,0.044,-0.096,0.041,-0.082,0.042
1936/03/01,-0.255,0.122,-0.200,0.067,-0.123,0.044,-0.096,0.041,-0.082,0.042
1936/04/01,-0.221,0.127,-0.191,0.067,-0.116,0.044,-0.093,0.041,-0.081,0.042
1936/05/01,-0.177,0.132,-0.169,0.066,-0.111,0.044,-0.091,0.041,-0.081,0.042
1936/06/01,-0.185,0.122,-0.150,0.066,-0.108,0.044,-0.090,0.041,-0.081,0.041
1936/07/01,-0.074,0.139,-0.136,0.066,-0.104,0.044,-0.088,0.041,-0.080,0.041
1936/08/01,-0.100,0.140,-0.105,0.066,-0.103,0.044,-0.088,0.041,-0.081,0.041
1936/09/01,-0.125,0.123,-0.098,0.066,-0.099,0.044,-0.089,0.041,-0.080,0.042
1936/10/01,0.014,0.119,-0.085,0.065,-0.094,0.044,-0.087,0.041,-0.080,0.042
1936/11/01,-0.070,0.120,-0.075,0.066,-0.091,0.044,-0.086,0.041,-0.080,0.042
1936/12/01,0.020,0.123,-0.061,0.066,-0.088,0.044,-0.084,0.041,-0.080,0.041
1937/01/01,-0.125,0.119,-0.051,0.065,-0.086,0.044,-0.082,0.041,-0.079,0.041
1937/02/01,0.076,0.116,-0.038,0.065,-0.083,0.044,-0.081,0.041,-0.078,0.041
1937/03/01,-0.167,0.125,-0.022,0.066,-0.081,0.044,-0.079,0.041,-0.076,0.041
1937/04/01,-0.069,0.124,-0.013,0.066,-0.081,0.044,-0.079,0.041,-0.075,0.041
1937/05/01,-0.056,0.133,-0.004,0.066,-0.082,0.044,-0.078,0.042,-0.074,0.041
1937/06/01,-0.015,0.123,-0.011,0.066,-0.075,0.045,-0.076,0.042,-0.073,0.041
1937/07/01,0.047,0.133,0.003,0.066,-0.070,0.045,-0.075,0.042,-0.072,0.041
1937/08/01,0.046,0.138,-0.002,0.067,-0.069,0.045,-0.074,0.042,-0.072,0.041
1937/09/01,0.071,0.130,0.015,0.066,-0.065,0.045,-0.074,0.042,-0.072,0.041
1937/10/01,0.120,0.124,0.027,0.067,-0.058,0.045,-0.074,0.042,-0.071,0.041
1937/11/01,0.035,0.118,0.025,0.067,-0.054,0.045,-0.071,0.042,-0.071,0.041
1937/12/01,-0.059,0.124,0.016,0.067,-0.051,0.045,-0.069,0.043,-0.070,0.041
1938/01/01,0.048,0.116,0.004,0.067,-0.046,0.045,-0.067,0.043,-0.070,0.041
1938/02/01,0.007,0.124,-0.000,0.067,-0.042,0.045,-0.063,0.043,-0.070,0.041
1938/03/01,0.044,0.118,-0.002,0.067,-0.038,0.045,-0.061,0.043,-0.070,0.041
1938/04/01,0.077,0.133,-0.001,0.067,-0.036,0.045,-0.058,0.043,-0.069,0.041
1938/05/01,-0.089,0.134,-0.003,0.068,-0.031,0.045,-0.056,0.043,-0.068,0.041
1938/06/01,-0.118,0.122,-0.014,0.068,-0.024,0.045,-0.054,0.043,-0.067,0.041
1938/07/01,-0.099,0.133,-0.018,0.068,-0.018,0.045,-0.051,0.043,-0.066,0.041
1938/08/01,-0.004,0.136,-0.023,0.068,-0.011,0.045,-0.050,0.044,-0.065,0.041
1938/09/01,0.050,0.128,-0.041,0.068,-0.007,0.046,-0.047,0.044,-0.064,0.041
1938/10/01,0.128,0.134,-0.049,0.068,-0.002,0.046,-0.043,0.044,-0.064,0.041
1938/11/01,0.013,0.123,-0.036,0.068,0.002,0.046,-0.040,0.044,-0.064,0.041
1938/12/01,-0.183,0.118,-0.024,0.068,0.006,0.046,-0.035,0.044,-0.064,0.041
1939/01/01,-0.004,0.123,-0.015,0.069,0.009,0.046,-0.030,0.044,-0.061,0.041
1939/02/01,-0.057,0.120,-0.014,0.070,0.011,0.046,-0.028,0.044,-0.059,0.041
1939/03/01,-0.174,0.117,-0.022,0.071,0.011,0.046,-0.023,0.045,-0.058,0.041
1939/04/01,-0.014,0.123,-0.043,0.071,0.015,0.046,-0.019,0.045,-0.057,0.041
1939/05/01,0.066,0.135,-0.048,0.071,0.017,0.046,-0.017,0.045,-0.056,0.041
1939/06/01,0.032,0.118,-0.004,0.073,0.021,0.047,-0.015,0.045,-0.055,0.041
1939/07/01,0.006,0.139,-0.002,0.074,0.027,0.047,-0.013,0.045,-0.054,0.041
1939/08/01,0.004,0.146,0.011,0.075,0.026,0.047,-0.010,0.045,-0.054,0.041
1939/09/01,-0.040,0.137,0.030,0.076,0.030,0.048,-0.007,0.046,-0.053,0.041
1939/10/01,-0.124,0.131,0.041,0.077,0.032,0.048,-0.005,0.046,-0.053,0.041
1939/11/01,-0.056,0.125,0.034,0.078,0.033,0.048,-0.005,0.046,-0.053,0.041
1939/12/01,0.350,0.128,0.032,0.078,0.034,0.049,-0.004,0.047,-0.051,0.041
1940/01/01,0.020,0.128,0.043,0.078,0.032,0.049,-0.001,0.047,-0.050,0.041
1940/02/01,0.102,0.129,0.047,0.079,0.029,0.049,-0.002,0.047,-0.050,0.041
1940/03/01,0.044,0.118,0.058,0.078,0.027,0.050,-0.001,0.047,-0.050,0.041
1940/04/01,0.121,0.128,0.069,0.077,0.024,0.050,0.003,0.048,-0.050,0.041
1940/05/01,-0.018,0.129,0.069,0.077,0.025,0.051,0.005,0.048,-0.050,0.041
1940/06/01,0.006,0.120,0.057,0.076,0.027,0.051,0.006,0.048,-0.049,0.041
1940/07/01,0.141,0.132,0.061,0.076,0.026,0.052,0.007,0.048,-0.048,0.041
1940/08/01,0.056,0.133,0.063,0.076,0.028,0.052,0.010,0.048,-0.049,0.041
1940/09/01,0.095,0.131,0.057,0.076,0.027,0.053,0.012,0.048,-0.049,0.041
1940/10/01,0.002,0.119,0.055,0.076,0.026,0.053,0.014,0.049,-0.049,0.041
1940/11/01,-0.049,0.118,0.060,0.077,0.028,0.054,0.017,0.049,-0.051,0.041
1940/12/01,0.204,0.120,0.066,0.077,0.028,0.054,0.018,0.049,-0.052,0.041
1941/01/01,0.070,0.110,0.065,0.077,0.029,0.054,0.020,0.049,-0.052,0.041
1941/02/01,0.125,0.114,0.062,0.077,0.029,0.055,0.023,0.049,-0.053,0.041
1941/03/01,-0.029,0.106,0.044,0.077,0.028,0.055,0.026,0.049,-0.053,0.040
1941/04/01,0.089,0.114,0.063,0.077,0.030,0.056,0.028,0.049,-0.053,0.040
1941/05/01,0.051,0.129,0.073,0.078,0.031,0.056,0.029,0.049,-0.051,0.041
1941/06/01,0.075,0.115,0.074,0.079,0.038,0.057,0.029,0.049,-0.051,0.040
1941/07/01,0.123,0.124,0.092,0.080,0.043,0.057,0.030,0.049,-0.050,0.040
1941/08/01,0.029,0.127,0.081,0.081,0.047,0.058,0.029,0.049,-0.050,0.040
1941/09/01,-0.125,0.118,0.091,0.082,0.053,0.059,0.030,0.049,-0.049,0.040
1941/10/01,0.229,0.111,0.086,0.082,0.056,0.059,0.030,0.049,-0.049,0.040
1941/11/01,0.071,0.112,0.085,0.083,0.057,0.060,0.030,0.049,-0.048,0.040
1941/12/01,0.222,0.126,0.080,0.084,0.057,0.060,0.028,0.049,-0.047,0.040
1942/01/01,0.277,0.126,0.064,0.085,0.060,0.061,0.029,0.049,-0.047,0.040
1942/02/01,0.002,0.120,0.052,0.087,0.063,0.061,0.029,0.049,-0.045,0.040
1942/03/01,0.085,0.120,0.056,0.088,0.066,0.061,0.031,0.049,-0.045,0.040
1942/04/01,0.028,0.125,0.034,0.090,0.071,0.062,0.032,0.049,-0.044,0.040
1942/05/01,0.037,0.136,0.033,0.090,0.072,0.062,0.033,0.049,-0.044,0.040
1942/06/01,0.017,0.123,0.022,0.091,0.067,0.063,0.033,0.049,-0.043,0.040
1942/07/01,-0.069,0.134,-0.002,0.091,0.067,0.063,0.032,0.049,-0.042,0.040
1942/08/01,-0.118,0.140,0.008,0.091,0.064,0.064,0.031,0.049,-0.041,0.040
1942/09/01,-0.078,0.131,-0.004,0.091,0.064,0.064,0.030,0.049,-0.040,0.041
1942/10/01,-0.025,0.125,-0.001,0.092,0.064,0.065,0.030,0.049,-0.040,0.041
1942/11/01,0.049,0.118,-0.003,0.092,0.064,0.065,0.030,0.049,-0.039,0.041
1942/12/01,0.100,0.117,-0.014,0.092,0.063,0.065,0.030,0.049,-0.038,0.041
1943/01/01,-0.020,0.129,-0.010,0.092,0.060,0.065,0.031,0.049,-0.036,0.041
1943/02/01,0.128,0.128,-0.000,0.092,0.062,0.066,0.030,0.049,-0.034,0.041
1943/03/01,-0.057,0.124,0.004,0.092,0.061,0.066,0.028,0.049,-0.032,0.041
1943/04/01,0.055,0.135,0.024,0.091,0.064,0.066,0.027,0.050,-0.030,0.041
1943/05/01,0.015,0.138,0.029,0.091,0.065,0.066,0.028,0.050,-0.028,0.041
1943/06/01,-0.112,0.126,0.039,0.091,0.059,0.067,0.030,0.050,-0.026,0.041
1943/07/01,-0.017,0.139,0.066,0.090,0.059,0.067,0.030,0.050,-0.024,0.041
1943/08/01,-0.004,0.141,0.072,0.090,0.057,0.066,0.030,0.050,-0.023,0.041
1943/09/01,-0.023,0.126,0.093,0.089,0.058,0.066,0.029,0.050,-0.022,0.041
1943/10/01,0.213,0.117,0.100,0.089,0.059,0.066,0.028,0.050,-0.020,0.041
1943/11/01,0.106,0.119,0.108,0.088,0.057,0.065,0.027,0.050,-0.019,0.041
1943/12/01,0.225,0.118,0.124,0.088,0.053,0.065,0.027,0.050,-0.017,0.041
1944/01/01,0.296,0.115,0.136,0.088,0.050,0.065,0.028,0.050,-0.017,0.041
1944/02/01,0.205,0.114,0.152,0.088,0.047,0.065,0.027,0.051,-0.016,0.041
1944/03/01,0.189,0.113,0.167,0.088,0.048,0.064,0.028,0.051,-0.015,0.041
1944/04/01,0.143,0.119,0.166,0.089,0.045,0.064,0.028,0.051,-0.014,0.041
1944/05/01,0.109,0.130,0.157,0.089,0.043,0.064,0.027,0.051,-0.014,0.041
1944/06/01,0.080,0.122,0.140,0.090,0.036,0.063,0.025,0.051,-0.014,0.041
1944/07/01,0.134,0.130,0.120,0.090,0.031,0.063,0.023,0.051,-0.014,0.041
1944/08/01,0.189,0.140,0.096,0.091,0.032,0.062,0.023,0.051,-0.013,0.041
1944/09/01,0.157,0.122,0.082,0.091,0.032,0.061,0.022,0.051,-0.013,0.041
1944/10/01,0.198,0.120,0.081,0.092,0.033,0.061,0.023,0.051,-0.012,0.041
1944/11/01,0.001,0.118,0.068,0.092,0.032,0.060,0.022,0.051,-0.012,0.041
1944/12/01,0.011,0.123,0.059,0.092,0.032,0.060,0.019,0.051,-0.012,0.041
1945/01/01,0.059,0.117,0.044,0.092,0.033,0.060,0.017,0.051,-0.010,0.041
1945/02/01,-0.082,0.118,0.042,0.092,0.033,0.059,0.014,0.051,-0.011,0.041
1945/03/01,0.017,0.119,0.035,0.092,0.034,0.059,0.012,0.051,-0.011,0.041
1945/04/01,0.136,0.127,0.030,0.091,0.036,0.058,0.009,0.051,-0.011,0.041
1945/05/01,-0.043,0.133,0.032,0.090,0.036,0.058,0.009,0.051,-0.010,0.041
1945/06/01,-0.032,0.127,0.021,0.089,0.033,0.058,0.009,0.051,-0.010,0.041
1945/07/01,-0.052,0.133,0.021,0.088,0.035,0.057,0.007,0.051,-0.010,0.041
1945/08/01,0.175,0.141,0.030,0.087,0.031,0.057,0.006,0.051,-0.009,0.042
1945/09/01,0.062,0.131,0.031,0.085,0.029,0.057,0.003,0.051,-0.009,0.042
1945/10/01,0.144,0.113,0.031,0.084,0.028,0.057,0.002,0.051,-0.009,0.042
1945/11/01,0.024,0.118,0.028,0.083,0.028,0.057,-0.000,0.051,-0.008,0.042
1945/12/01,-0.120,0.128,0.016,0.083,0.031,0.057,-0.003,0.051,-0.008,0.042
1946/01/01,0.058,0.127,0.016,0.083,0.031,0.057,-0.006,0.051,-0.008,0.042
1946/02/01,0.020,0.123,-0.011,0.084,0.031,0.057,-0.009,0.051,-0.007,0.041
1946/03/01,0.035,0.117,-0.023,0.085,0.030,0.057,-0.011,0.051,-0.007,0.041
1946/04/01,0.135,0.128,-0.032,0.087,0.026,0.057,-0.012,0.051,-0.007,0.041
1946/05/01,-0.084,0.136,-0.036,0.088,0.022,0.057,-0.012,0.051,-0.008,0.041
1946/06/01,-0.168,0.131,-0.042,0.088,0.015,0.057,-0.012,0.051,-0.008,0.041
1946/07/01,-0.049,0.133,-0.048,0.087,0.013,0.057,-0.012,0.050,-0.008,0.041
1946/08/01,-0.156,0.145,-0.048,0.086,0.008,0.057,-0.011,0.050,-0.009,0.042
1946/09/01,-0.073,0.139,-0.042,0.087,0.002,0.057,-0.009,0.050,-0.009,0.042
1946/10/01,0.031,0.130,-0.046,0.087,0.000,0.057,-0.010,0.050,-0.010,0.042
1946/11/01,-0.022,0.121,-0.040,0.087,-0.002,0.057,-0.010,0.050,-0.010,0.041
1946/12/01,-0.200,0.117,-0.026,0.087,-0.008,0.058,-0.010,0.050,-0.011,0.041
1947/01/01,-0.005,0.124,-0.023,0.088,-0.013,0.058,-0.011,0.050,-0.010,0.041
1947/02/01,0.019,0.108,-0.016,0.087,-0.018,0.058,-0.009,0.050,-0.011,0.041
1947/03/01,0.104,0.126,-0.016,0.088,-0.023,0.058,-0.010,0.050,-0.010,0.041
1947/04/01,0.087,0.130,-0.009,0.088,-0.026,0.059,-0.010,0.050,-0.010,0.041
1947/05/01,-0.014,0.140,-0.005,0.089,-0.027,0.059,-0.010,0.050,-0.009,0.041
1947/06/01,0.002,0.127,0.008,0.090,-0.029,0.059,-0.010,0.050,-0.008,0.041
1947/07/01,-0.013,0.139,0.018,0.090,-0.034,0.059,-0.009,0.050,-0.008,0.041
1947/08/01,-0.077,0.137,0.006,0.091,-0.037,0.059,-0.007,0.050,-0.008,0.042
1947/09/01,-0.063,0.135,-0.018,0.092,-0.040,0.059,-0.006,0.050,-0.008,0.042
1947/10/01,0.112,0.139,-0.027,0.092,-0.045,0.060,-0.005,0.050,-0.008,0.042
1947/11/01,0.027,0.130,-0.021,0.092,-0.046,0.060,-0.006,0.050,-0.008,0.042
1947/12/01,-0.053,0.132,-0.017,0.093,-0.046,0.061,-0.007,0.050,-0.007,0.042
1948/01/01,0.127,0.120,-0.020,0.093,-0.045,0.061,-0.006,0.049,-0.005,0.042
1948/02/01,-0.129,0.123,-0.015,0.094,-0.051,0.062,-0.005,0.049,-0.004,0.042
1948/03/01,-0.180,0.135,-0.016,0.094,-0.055,0.062,-0.004,0.049,-0.004,0.042
1948/04/01,-0.026,0.133,-0.026,0.093,-0.060,0.063,-0.002,0.049,-0.004,0.042
1948/05/01,0.057,0.143,-0.038,0.094,-0.066,0.063,-0.001,0.049,-0.003,0.042
1948/06/01,0.050,0.133,-0.049,0.094,-0.066,0.063,0.001,0.050,-0.003,0.042
1948/07/01,-0.049,0.147,-0.046,0.093,-0.070,0.063,0.002,0.050,-0.003,0.042
1948/08/01,-0.010,0.141,-0.046,0.092,-0.076,0.063,0.003,0.050,-0.003,0.042
1948/09/01,-0.081,0.132,-0.042,0.090,-0.080,0.063,0.004,0.050,-0.003,0.042
1948/10/01,-0.009,0.132,-0.038,0.089,-0.083,0.062,0.003,0.050,-0.004,0.042
1948/11/01,-0.112,0.138,-0.046,0.087,-0.081,0.062,0.002,0.050,-0.003,0.042
1948/12/01,-0.188,0.132,-0.070,0.085,-0.077,0.062,0.001,0.050,-0.002,0.042
1949/01/01,0.163,0.107,-0.081,0.083,-0.075,0.062,-0.003,0.050,-0.002,0.042
1949/02/01,-0.131,0.111,-0.088,0.082,-0.069,0.061,-0.005,0.050,-0.001,0.042
1949/03/01,-0.125,0.109,-0.093,0.081,-0.066,0.061,-0.007,0.050,0.000,0.042
1949/04/01,0.015,0.113,-0.094,0.079,-0.065,0.061,-0.009,0.050,0.001,0.042
1949/05/01,-0.042,0.123,-0.091,0.077,-0.064,0.061,-0.011,0.050,0.001,0.042
1949/06/01,-0.237,0.113,-0.083,0.075,-0.056,0.060,-0.012,0.050,0.001,0.042
1949/07/01,-0.174,0.123,-0.116,0.075,-0.053,0.060,-0.014,0.051,0.001,0.042
1949/08/01,-0.101,0.126,-0.126,0.074,-0.050,0.060,-0.017,0.051,0.001,0.042
1949/09/01,-0.142,0.117,-0.129,0.073,-0.053,0.059,-0.019,0.051,0.001,0.042
1949/10/01,-0.014,0.106,-0.147,0.073,-0.053,0.059,-0.020,0.051,0.002,0.042
