year,month,monthly anomaly,monthly unc.,annual anomaly,annual unc.,five-year anomaly,five-year unc.,ten-year anomaly,ten-year unc.,twenty-year anomaly,twenty-year unc.
1863.12,-0.468,0.391,-0.486,0.158,-0.456,0.130,-0.417,0.111,-0.403,0.082
1864.1,-0.686,0.337,-0.472,0.158,-0.449,0.129,-0.415,0.111,-0.402,0.082
1864.2,-0.506,0.342,-0.468,0.158,-0.449,0.129,-0.411,0.110,-0.401,0.082
1864.3,-0.463,0.265,-0.463,0.160,-0.449,0.129,-0.412,0.109,-0.402,0.082
1864.4,-0.492,0.260,-0.449,0.156,-0.446,0.129,-0.414,0.109,-0.402,0.082
1864.5,-0.231,0.223,-0.449,0.150,-0.444,0.128,-0.414,0.109,-0.402,0.082
1864.6,-0.195,0.261,-0.454,0.151,-0.436,0.127,-0.414,0.109,-0.402,0.082
1864.7,-0.293,0.239,-0.400,0.147,-0.424,0.127,-0.413,0.108,-0.402,0.082
1864.8,-0.431,0.249,-0.394,0.158,-0.419,0.129,-0.410,0.108,-0.402,0.082
1864.9,-0.543,0.240,-0.398,0.154,-0.417,0.129,-0.405,0.108,-0.402,0.082
1864.10,-0.404,0.225,-0.400,0.150,-0.411,0.128,-0.404,0.107,-0.403,0.082
1864.11,-0.448,0.290,-0.411,0.148,-0.414,0.128,-0.403,0.107,-0.404,0.082
1864.12,-0.523,0.266,-0.423,0.144,-0.413,0.128,-0.404,0.107,-0.404,0.082
1865.1,-0.033,0.325,-0.420,0.146,-0.410,0.128,-0.403,0.107,-0.406,0.083
1865.2,-0.434,0.320,-0.406,0.148,-0.407,0.128,-0.404,0.107,-0.408,0.083
1865.3,-0.516,0.281,-0.386,0.148,-0.400,0.128,-0.400,0.106,-0.408,0.083
1865.4,-0.512,0.264,-0.374,0.151,-0.392,0.128,-0.399,0.106,-0.410,0.083
1865.5,-0.360,0.224,-0.357,0.161,-0.376,0.129,-0.398,0.106,-0.410,0.083
